[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/env/env.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/env
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/http/http.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/http
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/http/http.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/http
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/http/http.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/http
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/http/http.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/http
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/icons
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/icons
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/icons
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/icons/icons.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/icons
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/locations
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/locations
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/locations
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/locations/locations.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/locations
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/menus/menus.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/menus
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/menus/menus.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/menus
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/menus/menus.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/menus
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/menus/menus.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/menus
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/query
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/query
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/query
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/query
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/query
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/schema
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/schema
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/schema
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/schema
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/store
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/store
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/store
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/store
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/store
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/ui
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/ui
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/ui
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/ui
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/ui/ui.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/ui
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/utils
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/utils
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/utils
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/utils/utils.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/utils
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:98] [Transfer] Total Pages:834. Processed Pages: 700
[2025-03-04 05:39:06] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 700 of 834 files
[2025-03-04 05:39:06] [trait-can-process-pages.php:114] Total pages: 834; Pages remaining: 134
[2025-03-04 05:39:06] [class-ss-archive-creation-job.php:212] We're not done with the transfer_files_locally task yet
[2025-03-04 05:39:06] [class-ss-archive-creation-job.php:172] Current task: transfer_files_locally
[2025-03-04 05:39:06] [class-ss-archive-creation-job.php:182] Performing task: transfer_files_locally
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/packages/wp-media/wp-media.strings.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js/packages/wp-media
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/progress.3200f67fe8fb78924bea.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/progress.5d8492a023e85c6cc0e0.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/responsive-bar.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app.51d4579e75a5f39265bc.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide-app.a6e297c616479b98c03d.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/styleguide.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/tabs.537e7a0f178447960143.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/tabs.e808857358793ac13db5.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-editor.bd4eccbd156d0b1fc3cf.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-editor.c084ef86600b6f11690d.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.5923566687faac82ea62.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.5923566687faac82ea62.bundle.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/text-path.acb8842ac7e1cd1dfb44.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/toggle.375da8e2f6fed12731c2.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/toggle.a6177e2e3c2bc8864bef.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/video.4343afefd25b5ede51a4.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/video.e031bfad2085ca92d445.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wp-audio.c91cab3152c3f241f266.bundle.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/js/wp-audio.c9624cb6e5dc9de86abd.bundle.min.js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/js
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/announcement.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/ai/product-image-unification-example.gif
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/ai
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
